person_id,display_name,city_2026,last_known_institution,last_known_year,status,source_url
PERS_cb967ae4,Harjender Singh Chaudhary,Дели,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_f1a308b7,Абинякин Владимир Александрович,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_9a855a7b,Альбедиль Маргарита Федоровна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view
PERS_37d557c2,Анисимова Дарья Дмитриевна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view
PERS_4a0de87e,Белимова Влада Сергеевна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_d01427ca,Бещук Юлия Владимировна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_a0264ac5,Бурмистров Сергей Леонидович,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view
PERS_e4aab278,Возчиков Дмитрий Викторович,Екатеринбург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_5d34c947,Волошина Оксана Анатольевна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3663&option=com_content&task=view
PERS_44440578,Грановская Хелена,Тель-Авив,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_7542d270,Демченко Максим Борисович,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=7591&option=com_content&task=view
PERS_c2ffc606,Драчук Андрей Олегович,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_35c57654,Егорова Мария Александровна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view
PERS_94f33410,Застрожнова Евгения Григорьевна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_6e211759,Иванов Владимир Павлович,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view
PERS_3e105f43,Игнатьев Андрей Александрович,Калининград,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view
PERS_92f41884,Касым Софья Васильевна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_fb73fb38,Кешарпу Екатерина Витальевна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_2a2e5602,Коровина Евгения Владимировна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=10154&option=com_content&task=view
PERS_f19cd8a1,Котин Игорь Юрьевич,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view
PERS_9e9c9566,Лекарева Ева Павловна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=12981&option=com_content&task=view
PERS_0c451d76,Лобанов Сергей Владимирович,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view
PERS_8df81b6d,Лужинская Полина Александровна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view
PERS_7d6f456c,Мотылёва Вера Леонидовна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_003adcfe,Псху Рузана Владимировна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view
PERS_23abae7d,Пушкарева Юлия Георгиевна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_db046be0,Сабирова Римма Наилевна,Казань,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=7591&option=com_content&task=view
PERS_a0f3d86d,Сергеева Варвара Алексеевна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_3357f25b,Скороходова Татьяна Григорьевна,Пенза,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view
PERS_6441d568,Соболева Елена Станиславовна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=12981&option=com_content&task=view
PERS_58e18506,Соколова Ирина Александровна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_310b2911,Толчельников Иван Евгеньевич,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view
PERS_168a3a8b,Усенко Иван Сергеевич,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_936e1165,Файбушевич Светлана Ивановна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_a638a4b3,Федорова Наталья Леонидовна,Москва,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view
PERS_b881461b,Яковлева Мария Николаевна,Санкт-Петербург,,,WEB-LOOKUP-NEEDED,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=10154&option=com_content&task=view
PERS_f074f69f,Александрова Наталия Владимировна,Москва,"ИВ РАН, ИКВИА НИУ ВШЭ, Москва",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view
PERS_56508328,Десницкая Евгения Алексеевна,Санкт-Петербург,СПбГУ,2007,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view
PERS_fb25c80f,Ермакова Татьяна Викторовна,Санкт-Петербург,СПбФ ИВ РАН,2007,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,Москва,"ИКВИА НИУ ВШЭ, Москва",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=7591&option=com_content&task=view
PERS_40862f5e,Корнеева Наталья Афанасьевна,Москва,независимый исследователь,2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view
PERS_3c202afd,Крапивина Раиса Николаевна,Санкт-Петербург,ИВР РАН,2021,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view
PERS_72506535,Крылова Анастасия Сергеевна,Москва,ИВ РАН,2023,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=12981&option=com_content&task=view
PERS_9f398436,Куликов Леонид Игоревич,Гент,"НИУ ВШЭ, онлайн",2023,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=7591&option=com_content&task=view
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,Москва,"ИМЛИ РАН, Москва",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view
PERS_4fff9d16,Минаева Маргарита Денисовна,Москва,"ИКВИА НИУ ВШЭ, Москва",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_ced3d7b4,Молина Анна Вениаминовна,Москва,"ИМЛИ РАН, Москва",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view
PERS_f8ab5755,Оранская Татьяна Иосифовна,Санкт-Петербург,"Гамбург, Германия",2020,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view
PERS_1a097e52,Парибок Андрей Всеволодович,Москва,СПбГУ,2007,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view
PERS_58b39545,Ренковская Евгения Алексеевна,Москва,"ИЯз РАН, ИВ РАН",2021,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=12981&option=com_content&task=view
PERS_d98da899,Рыжакова Светлана Игоревна,Москва,ИЭА РАН,2019,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view
PERS_3d3b302d,Соболева Дарья Валерьевна,Санкт-Петербург,СПбГУ,2022,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view
PERS_11da326d,Тавастшерна Сергей Сергеевич,Санкт-Петербург,"СПбГУ, Санкт-Петербург",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view
PERS_c52dfaa0,Цветкова Светлана Олеговна,Санкт-Петербург,"СПбГУ, Санкт-Петербург",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view
PERS_91b473b1,Челнокова Анна Витальевна,Санкт-Петербург,СПбГУ,2022,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view
PERS_0665f215,Шохин Владимир Кириллович,Москва,"ИФ РАН, Москва",2025,recoverable,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=12981&option=com_content&task=view
